2
2,0015282439017743
2,0035440788320944
2,006654362817221
2,0142258784462745
2,008137526807591
2,008501889053094
2,0089081516876988
2,0093806408678754
2,0099599784085567
2,010714080910956
2,011756115696346
2,013271597988733
2,015548279534142
2,0189585553611877
2,0237307227222354
2,0294858772574598
2,0354895867649296
2,041502784810814
2,0476525759324904
2,0541177602675202
2,061059340339598
2,0686225543411
2,0769463582875995
2,086171023819705
2,0964437243671097
2,1079228828441368
2,1207818675880965
2,135212410150409
2,1514279837349597
2,1696673043966253
2,1901980750051346
2,2133210697523937
2,239374646432385
2,2687397703722763
2,301845635288138
2,33917597112932
2,3812761364288173
2,428761102416972
2,482324448024462
2,5427484988805222
2,6109157595848265
2,6878218070517517
2,774589833810609
2,8724870540667644
2,982943212411285
3,107571465689823
3,2481919431406796
3,4068583289849603
3,5858878557635756
3,7878951465071795
4,015830400020467
4,27302247698051
4,563227516114939
4,890683790484039
5,260173605020096
5,677093139307978
6,14753125562452
6,67835842318516
7,277327057286399
7,953184738739711
8,715801967100958
9,576316313456404
10,547295078031903
11,642918828143523
12,87918849695272
14,274159067580527
15,848203255398532
17,624309039419874
19,628415388059352
21,88979108233783
24,441462169018536
27,32069428637413
30,569536906665476
34,2354374436698
38,37193419393344
43,03943823174388
48,30611567693216
54,248883220501945
60,95453144714496
68,52099236009978
77,05876961980066
86,6925523841008
97,5630363192468
109,82897837638596
123,66951534239512
139,2867800260866
156,9088532876345
176,79309502385485
199,22990275639808
224,5469527147987
253,1139853528768
285,34820518811176
321,72037382542976
362,76168515039325
409,0715230998982
461,32621530800606
520,2889104686996
586,82072366857
661,8933124603894
