15
13,398260664019112
11,240111343721658
7,7302632026899145
-3,469871036015669
33,311698911813195
32,945904677008
32,53803829103472
32,063691041504796
31,482101302453096
30,72511398200807
29,67915633633384
28,158044187719806
25,87303771950216
22,45080418578391
17,663867708272278
11,895292488424998
5,8825129456112375
-0,13631547124950671
-6,2897440443398285
-12,757409263324664
-19,700753584569995
-27,2652593641952
-35,59002832147311
-44,81542483387122
-55,08868449511057
-66,56827358813133
-79,42759163120998
-93,85839310229099
-110,07416834445829
-128,31364638339636
-148,84453999457705
-171,9676309861337
-198,02128303758022
-227,38646604150105
-260,4923772655537
-297,8227494280237
-339,9229432242649
-387,4079315754467
-440,97129473566986
-501,39535937081274
-569,5626308930375
-646,468686853814
-733,2367202821945
-831,1339457756537
-941,5901082329851
-1066,2183647413824
-1206,8388447287668
-1365,5052325651156
-1544,5347609082305
-1746,5420528805519
-1974,4773073588515
-2231,6693850768033
-2521,8744248064877
-2849,3306996430993
-3218,8205145463394
-3635,7400491226063
-4106,178165665647
-4637,00533340418
-5235,973967645138
-5911,831649208186
-6674,44887765562
-7534,963224078759
-8505,941988707424
-9601,565738860802
-10837,835407702794
-12232,805978356359
-13806,850166194596
-15582,955950231826
-17587,062298883782
-19848,43799317206
-22400,109079860467
-25279,341197222107
-28528,183817518202
-32194,08435452626
-36330,58110479283
-40998,085142605574
-46264,76258779566
-52207,53013136687
-58913,178358011
-66479,6392709667
-75017,41653066826
-84651,19929496893
-95521,68323011536
-107787,62528725485
-121628,16225326427
-137245,42693695595
-154867,500198504
-174751,74193472447
-197188,5496672678
-222505,5996256685
-251072,63226374667
-283306,8520989817
-319679,02073629975
-360720,33206126327
-407030,1700107682
-459284,86221887614
-518247,5573795697
-584779,3705794401
-659851,9593712594
