2
2,0010784493530904
2,002420502115996
2,0042693188000817
2,0077154394276358
2,001480765084271
2,0016215020082972
2,0017309527763936
2,00178558917827
2,0017457795058022
2,001544807499438
2,0010707532458634
2,000138535030196
1,998456904351131
1,9956371427660409
1,9914064170409171
1,9860785680751398
1,9803665725337598
1,9745438573393168
1,9685205643926948
1,9621415723266558
1,9552599712192482
1,9477391618997932
1,9394456998109189
1,9302429494638076
1,9199861987825952
1,9085187234281888
1,8956683445000135
1,88124417283699
1,865033337255126
1,84679755516292
1,8262694377911683
1,8031484398415953
1,7770963711756473
1,747732389848696
1,7146273933491099
1,6772977194299017
1,6351980600162574
1,587713481628239
1,5341504336816945
1,4737266119069847
1,4055595278527555
1,3286536168515737
1,2418856956898772
1,1439885572682218
1,0335324624300208
0,9089042584959538
0,7682838194290552
0,6096174634732214
0,43058795998922916
0,22858068741612333
0,0006454480868888779
-0,2565466177935806
-0,546751648268269
-0,8742079158653444
-1,2436977251030652
-1,6606172552438352
-2,1310553683131177
-2,6618825333302354
-3,2608511654385754
-3,936708845329991
-4,69932607246684
-5,559840417862253
-6,53081918168486
-7,626442931205938
-8,862712599551864
-10,257683169816193
-11,831727357348985
-13,607833141146502
-15,611939489610313
-17,87331518375091
-20,424986270323387
-23,30421838759402
-26,553061007818666
-30,21896154477063
-34,355458294993156
-39,022962332771314
-44,28963977793425
-50,23240732148413
-56,93805554811152
-64,50451646105407
-73,04229372074529
-82,67607648503787
-93,54656042017793
-105,81250247731242
-119,65303944331791
-135,2703041270065
-152,89237738855215
-172,77661912477072
-195,21342685731256
-220,5304768157121
-249,09750945378934
-281,3317292890236
-317,7038979263411
-358,7452092513041
-405,05504720080876
-457,30973940891636
-516,2724345696097
-582,80424776948
-657,8768365612991
